,Text,Class Name
10," (Steve Brinich)S1, S2 Organization: Express Access Online Communications, Greenbelt, MD USA Lines: 13 NNTP-Posting-Host: access.digex.net   > Second question: Why!?!? Why is such a strange procedure used, and not  >a real RNG ? This turns those S1,S2 in a kind of bottleneck for system-  >security.    The only theory that makes any sense is that S1 and S2 are either the same for all chips, or vary among very few possibilities, so that anyone trying to break the encryption by brute force need only plow through the possible serial numbers (2^30, about one billion), multiplied by the number of different S1, S2 combinations.     ",sci.crypt
11," (Ozan S. Yigit)Re: List of large integer arithmetic packages In-Reply-To: 's message of 20 Apr 1993 16: 47:03 GMT Organization: York U. Student Information Systems Project Lines: 18  Mark Riordan writes:  	[a list of large-integer arithmetic packages elided]  I thought I would note that except Lenstra's packages, none of the large-integer packages are in the public domain. As an alternative, a straightforward *PD* implementation of Knuth's algorithms may be found as a part of Uof Arizona's ICON distribution.  oz --- With diligence, it is possible to make | electric:  anything run slowly.        --Tom Duff | ph:[416] 736 2100 x 33976  			    ",sci.crypt
12," (Marc Thibault)Re: PEM and MIME Reply-To:  Distribution: world Organization: Thibault & Friends Lines: 34  In article <1qg8m2$>  (Edward Vielmetti) writes:   > I would suggest that 50 attractive MIME formatted news messages a day would be > sufficient to get a few people thinking about adding MIME support to news > readers, esp if the content is really worth it.          But that's just the problem. There is no such thing as         ""MIME-Formatted"". By analogy, MIME is a content-labelling         standard for the box, not a specification for the contents         themselves. It provides a standard for ""like-minded""         individuals to exchange mail containing an agreed-upon data         format.          You say tomahto, I say tomaeto; you say postscript, I say         SGML...                  Cheers,                 Marc  ---  Marc Thibault        | CIS:71441,2226     |  Put another log    | NC FreeNet: aa185  |  on the fire.  -----BEGIN PGP PUBLIC KEY BLOCK----- Version: 2.0  mQBNAiqxYTkAAAECALfeHYp0yC80s1ScFvJSpj5eSCAO+hihtneFrrn+vuEcSavh AAUwpIUGyV2N8n+lFTPnnLc42Ms+c8PJUPYKVI8ABRG0I01hcmMgVGhpYmF1bHQg PG1hcmNAdGFuZGEuaXNpcy5vcmc+ =HLnv -----END PGP PUBLIC KEY BLOCK-----   ",sci.crypt
13," (Vernon Schryver)Re: Fighting the Clipper Initiative Organization: Silicon Graphics, Inc.  Mountain View, CA Lines: 20  In article <>,  (David Sternlight) writes: > ... >                                  The Federal Reserve Open Market Committee > has successfully kept decisions from leaking for the statutory period until > publication.  How are you sure of that?  Weren't there some recent studies that found corelations between not-yet announced decisions and market changes?  Aren't there continuing early rumors of their deliberations?   >              Even the Department of Agriculture has successfully kept crop > forecasts from leaking prematurely.  Sheesh!  Remember the big scandal a year or two (or 3?) ago about exactly such leaks?   Vernon Schryver,   ",sci.crypt
14," (Timothy C. May)""Clipper"" an Infringement on Intergraph's Name? Organization: NETCOM On-line Communication Services (408 241-9760 guest) X-Newsreader: Tin 1.1 PL5 Lines: 28  Besides being an infringement on our civil liberties (not the subject in this post), the name ""Clipper Chip"" seems very confusable with the ""Clipper"" chip of Intergraph.  Originally designed by a team at Fairchild Semiconductor, Clipper was a 32-bit RISC microprocessor. It is still used in some workstations, notably those from Intergraph, the supplier of CAD tools. Intergraph acquired the Clipper product line when Fairchild was sold to National Semiconductor several years back.  When I first saw ""Clipper Chip"" in the announcement, I immediately thought the article was referring to the Clipper chip I know.  This seems to be grounds for Intergraph to sue, but then I'm not a lawyer. I'd say I'm a cryptologist, but I don't want to incriminate myself under the laws of the new regime.  -Tim May   --  .......................................................................... Timothy C. May         | Crypto Anarchy: encryption, digital money,          | anonymous networks, digital pseudonyms, zero 408-688-5409           | knowledge, reputations, information markets,  W.A.S.T.E.: Aptos, CA  | black markets, collapse of governments. Higher Power: 2^756839 | Public Key: PGP and MailSafe available.  ",sci.crypt
15," (Phil G. Fraering)Re: Once tapped, your code is no good any more. Organization: Univ. of Southwestern Louisiana Distribution: na Lines: 25   (douglas craig holland) writes:   >	With E-Mail, if they can't break your PGP encryption, they'll just >call up one of their TEMPEST trucks and read the electromagnetic emmisions >from your computer or terminal.  Note that measures to protect yourself from >TEMPEST surveillance are still classified, as far as I know.  1. I don't think they are classified.  2. I could independently invent about half a dozen right off the top of my head. If I had studied Advanced E & M a little better, I could probably come up with a _very_ good system.  ... >	If the new regime comes to fruition, make sure you protect your First >Amendment rights by asserting your Second Amendment Rights.  >						Doug Holland  -- Phil Fraering         |""Seems like every day we find out all sorts of stuff. |Like how the ancient Mayans had televison."" Repo Man   ",sci.crypt
16," (Philip Zimmermann)Fighting the Clipper Initiative Summary: Ways to fight it  Organization: Climate and Global Dynamics Division/NCAR, Boulder, CO Lines: 71  Here are some ideas for those of you who want to oppose the White House Clipper chip crypto initiative.  I think this is going to be a tough measure to fight, since the Government has invested a lot of resources in developing this high-profile initiative.  They are serious about it now.  It won't be as easy as it was defeating Senate Bill 266 in 1991.  Possible actions to take in response:  1)  Mobilize your friends to to all the things on this list, and more.  2)  Work the Press.  Talk with your local newspaper's science and technology reporter.  Write to your favorite trade rags.  Better yet, write some articles yourself for your favorite magazines or newspapers.  Explain why the Clipper chip initiative is a bad idea.  Remember to tailor it to your audience.  The general public may be slow to grasp why it's a bad idea, since it seems so technical and arcane and innocent sounding.  Try not to come across as a flaming libertarian paranoid extremist, even if you are one.   3)  Lobby Congress.  Write letters and make phone calls to your Member of Congress in your own district, as well as your two US Senators.  Many Members of Congress have aides that advise them of technology issues.  Talk to those aides.  4)  Involve your local political parties.  The Libertarian party would certainly be interested.  There are also libertarian wings of the Democrat and Republican parties.  The right to privacy has a surprisingly broad appeal, spanning all parts of the political spectrum.  We have many natural allies.  The ACLU.  The NRA.  Other activist groups that may someday find themselves facing a government that can suppress them much more efficiently if these trends play themselves out.  But you must articulate our arguments well if you want to draw in people who are not familiar with these issues.  4)  Contribute money to the Electronic Frontier Foundation (EFF) and Computer Professionals for Social Responsibility (CPSR), assuming these groups will fight this initiative.  They need money for legal expenses and lobbying.  5)  Mobilize opposition in industry.  Companies that will presumably develop products that will incorporate the Clipper chip should be lobbied against it, from within and from without.  If you work for a telecommunications equipment vendor, first enlist the aid of your coworkers and fellow engineers against this initiative, and then present your company's management with a united front of engineering talent against this initiative.  Write persuasive memos to your management, with your name and your colleagues' names on it.  Hold meetings on it.  6)  Publicize, deploy and entrench as much guerrilla techno-monkeywrenching apparatus as you can.  That means PGP, anonymous mail forwarding systems based on PGP, PGP key servers, etc.  The widespread availability of this kind of technology might also be used as an argument that it can't be effectively suppressed by Government action.  I will also be working to develop new useful tools for these purposes.   7)  Be prepared to engage in an impending public policy debate on this topic.  We don't know yet how tough this fight will be, so we may have to compromise to get most of what we want.  If we can't outright defeat it, we may have to live with a modified version of this Clipper chip plan in the end.  So we'd better be prepared to analyze the Government's plan, and articulate how we want it modified.   -Philip Zimmermann   ",sci.crypt
17," (Tim Scanlon)Re: Secret algorithm [Re: Clipper Chip and crypto key-escrow] Summary: Whatever... Keywords: Hmm... Organization:  George Mason University, Fairfax Va. Distribution: world  Expires: 06/31/93  Lines: 65    	After reading the debate over the Clipper, I have a few things to add.  	First, most of the people I know who activly use encryption privately do not care about most of the issues that surround this debate, and any questions about what is or is not ok to use in the US. All they care about is wether or not what they are using is secure or not. That, after all IS the bottom line.   	Second, if I look at all the people I know who use any form of encryption at all, and this group spans people from the morons who still insist that the DES is a good and secure standard, to people  looking at trying to improve upon existing strategies, I can not think of anyone of them who would approve blindly of a strategy that leaves their methods open to abuse. The Clipper does this, because people make mistakes by nature, and the US government is made up of people who are just as vulnerable to mistakes as everyone else.   	Third, since most of the people I know are at least marginaly familiar with the vulnerabilities present in current software encryption stratigies, I can't see how most of them are going to blindly trust that someone will not figure out a good way to compromise the Clipper Chip. That despite any strengths or weaknesses that may exist in it. So, I can  not see a high degree of confidence developing in the chip.  	Fourth, when it comes to criminal abuse, sure there are many stupid people out there. And yes, some will be open to being caught via the  built in back door of the Clipper Chip. However, anyone who is going to do any serious investigation of how best to secure their data is going to run into that problem pretty damned fast and, I would assume, start looking around for other easily obtainible methods of encryption.    	If nothing else were avalible, none of this would be an issue. However, the truth is that most private encryption users that I've ever run into simply do not give a damn about the legal status of RSA or PGP or anything else. If it works, they use it. This is not going to change either. I do not think for a moment that anyone with serious criminal intent will be slowed down by the advent of the Clipper Chip. It is all to easy to  convert encrypted data into unintellgible garbage as it is, if anything, the Clipper Chip just adds another tool to the user.   	The bottom line here is that people will use what works, and unavoidibly, I'm sure most criminals would rather face an encryption related charge than one which could potentialy lead to death penalty charges in the case of criminals who murder as part of their conspiricy. 	The other thing that has struck me since the advent and wide  useage of public encryption has begun is that quite simply the cat is out of the bag (Or if you have an interest in snooping, Pandora's Box has been opened), and this is not going to change. I've seen a blindness to this that I've found utterly stunning, and the Clipper Chip, along with the way it has been presented only confirms this to me to a larger degree.   			Sincerly,  			Tim Scanlon  --    ",sci.crypt
18, (Simon K Train)Help me please! Organization: Glasgow University Computing Science Dept. Distribution: net Lines: 7  I am a PhD student. Can I get the sci.crypt group posted directly to me??? Also I would like some feed-back on the encryption schemes that my research in finite fields can be applied to. Any takers Reply to  Thanks yours Gavin. ,sci.crypt
19," (Paul Robichaux)Suggestions for escrow agencies (was: Re: More technical details) Reply-To:  Organization: New Technology, Inc. Lines: 53  ( Below is my response to Dr. Denning's letter to Steven Bellovin. Comments   are invited. - Paul )  In alt.privacy.clipper, Steve Bellovin posted your message to him, which included a brief passage concerning selection of agencies as escrow agencies.  I am glad to see that the proposal as written states that the escrow agencies won't be law enforcement agencies. I would argue, however, that *one* of the escrow agencies shouldn't be federal at all.  As a private citizen, I would feel much more ""secure in my person and papers"" knowing that an organization committed to individual civil liberties- the ACLU and the NRA come to mind- was safeguarding half of my key. Both the ACLU and the NRA are resistent to government pressure by the simple expedient fact that they are not supported, funded, or overtly controlled by the government.  Of those federal and federally funded candidate agencies that you mentioned, I have the following comments:  	- SRI, Rand, Mitre, and national labs: I agree that they have         great experience safeguarding sensitive information. I am not         convinced that they would adequately safeguard _this_ 	information, since in any case requiring disclosure, there's       	likely to be sigificant pressure for disclosure- possibly  	*wrongful* disclosure.  	- GAO: perhaps. I would like to see more concrete evidence of  	their fidelity and ability.  	- *TREASURY*? Surely you're joking. Perhaps you'd ask BATF 	to safeguard keys. Maybe the Federal Reserve would be a  	better choice.  Ever since last fall's ""trial balloon"" was posted in sci.crypt, your name has been synonymous with those who place a great deal of trust in the ability of government agencies and agents to act within the law.  I agree with you in part: those agencies and agents *almost always* act properly. However, there have been enough cases where _sworn agents of the Federal Government_ have acted wrongly to make me feel that having two federal agencies as key repositories is unacceptable.   Respectfully, -Paul Robichaux  (not speaking for NTI, BCSS, or NASA)   --  Paul Robichaux, KD4JZG                | HELP STOP THE BIG BROTHER CHIP! NTI Mission Software Development Div. | RIPEM key on request. ",sci.crypt
20," (Eli Brandt)Re: Estimating Wiretap Costs/Benefits Organization: Harvey Mudd College, Claremont, CA 91711 Lines: 23  In article <>  (Robert Lewis Glendenning) writes: >First, what the fuck is NASA doing wasting my tax dollars doing >policy papers on stuff far outside of their purvew/mission?  I don't think they're paying for it.  >Do us a favor.  Resign rather than right this paper for NASA.  Go >do useful work for the society.  Useful?  I find his estimate of the annual value to law enforcement of $5 million quite useful, if rough (e.g. wiretaps may be preferentially used on otherwise-hard-to-catch criminals, resulting in an underestimate).  This comes to twenty cents a head over the U.S. population.  I would find some rigorous numbers on this quite useful -- it would make for nice slogans: ""Your privacy is worth $0.37"", or whatever it turns out to be.  >Lew Glendenning		  	 PGP 2 key by finger or e-mail    Eli      ",sci.crypt
